label,message
spam,urgent  we are trying to contact u  todays draw shows that you have won a â 800 prize guaranteed  call 09050001295 from land line  claim a21  valid 12hrs only
spam,monthly password for wap  mobsi com is 391784  use your wap phone not pc
spam,todays vodafone numbers ending with 0089 my last four digits  are selected to received a â 350 award  if your number matches please call 09063442151 to claim your â 350 award
spam,free top ringtone  sub to weekly ringtone get 1st week free send subpoly to 81618  3 per week stop sms 08718727870
spam,sunshine quiz wkly q  win a top sony dvd player if u know which country the algarve is in  txt ansr to 82277  â 1 50 sp tyrone
spam,free msg  sorry  a service you ordered from 81303 could not be delivered as you do not have sufficient credit  please top up to receive the service
spam,hard live 121 chat just 60p min  choose your girl and connect live  call 09094646899 now  cheap chat uk s biggest live service  vu bcm1896wc1n3xx
spam,wow  the boys r back  take that 2007 uk tour  win vip tickets   pre book with vip club  txt club to 81303  trackmarque ltd info vipclub4u
spam,hi  this is mandy sullivan calling from hotmix fm   you are chosen to receive â 5000 00 in our easter prize draw     please telephone 09041940223 to claim before 29 03 05 or your prize will be transferred to someone else
spam,ur going 2 bahamas  callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise ofâ 2000 cash 18 only  to opt out txt x to 07786200117
spam,someone has conacted our dating service and entered your phone because they fancy you to find out who it is call from landline 09111030116  pobox12n146tf15
spam,hi 07734396839 ibh customer loyalty offer  the new nokia6600 mobile from only â 10 at txtauction txt word start to no 81151   get yours now 4t
spam,sms auction you have won a nokia 7250i  this is what you get when you win our free auction  to take part send nokia to 86021 now  hg suite342 2lands row w1jhl 16
spam,call freephone 0800 542 0578 now
spam,buy space invaders 4 a chance 2 win orig arcade game console  press 0 for games arcade  std wap charge  see o2 co uk games 4 terms   settings  no purchase
spam,loan for any purpose â 500   â 75 000  homeowners   tenants welcome  have you been previously refused  we can still help  call free 0800 1956669 or text back  help
spam,big brother alert  the computer has selected u for 10k cash or  150 voucher  call 09064018838  ntt po box cro1327 18  bt landline cost 150ppm mobiles vary
spam,win  we have a winner  mr  t  foley won an ipod  more exciting prizes soon  so keep an eye on ur mobile or visit www win 82050 co uk
spam,todays voda numbers ending 1225 are selected to receive a â 50award  if you have a match please call 08712300220 quoting claim code 3100 standard rates app
spam,hottest pics straight to your phone   see me getting wet and wanting  just for you xx text pics to 89555 now  txt costs 150p textoperator g696ga 18 xxx
spam,hack chat  get backdoor entry into 121 chat rooms at a fraction of the cost  reply neo69 or call 09050280520  to subscribe 25p pm  dps  bcm box 8027 ldn  wc1n3xx
spam,free nokia or motorola with upto 12mths 1 2price linerental  500 free x net mins 100txt mth free b tooth   call mobileupd8 on 08001950382 or call 2optout d3wv
spam,this is the 2nd time we have tried 2 contact u  u have won the 750 pound prize  2 claim is easy  call 08718726970 now  only 10p per min  bt national rate
spam,you have won a guaranteed â 1000 cash or a â 2000 prize to claim yr prize call our customer service representative on
spam,would you like to see my xxx pics they are so hot they were nearly banned in the uk
spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won  just answer 4 easy questions  play now  send hmv to 86688 more info www 100percent real com
spam,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094594
spam,dear 0776xxxxxxx u ve been invited to xchat  this is our final attempt to contact u  txt chat to 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs
spam,urgent  please call 09061743811 from landline  your abta complimentary 4  tenerife holiday or â 5000 cash await collection sae t cs box 326 cw25wx 150ppm
spam,call 09090900040   listen to extreme dirty live chat going on in the office right now total privacy no one knows your  sic  listening 60p min 24 7mp 0870753331018
spam,freemsg hey u  i just got 1 of these video pic fones  reply wild to this txt   ill send u my pics  hurry up im so bored at work xxx  18 150p rcvd stop2stop
spam,free entry in 2 a weekly comp for a chance to win an ipod  txt pod to 80182 to get entry  std txt rate  t c s apply 08452810073 for details 18
spam,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy com  txt one name to 89693  08715500022 rpl stop 2 cnl
spam,call from 08702490080   tells u 2 call 09066358152 to claim â 5000 prize  u have 2 enter all ur mobile   personal details   the prompts  careful
spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or â 250 cash every wk  txt vpod to 81303 ts cs www textpod net custcare 08712405020
spam,more people are dogging in your area now  call 09090204448 and join like minded guys  why not arrange 1 yourself  there s 1 this evening  aâ 1 50 minapn ls278bb
spam,well done  your 4  costa del sol holiday or â 5000 await collection  call 09050090044 now toclaim  sae  tcs  pobox334  stockport  sk38xh  costâ 1 50 pm  max10mins
spam,guess what  somebody you know secretly fancies you  wanna find out who it is  give us a call on 09065394973 from landline datebox1282essexcm61xn 150p min 18
spam,it to 80488  your 500 free text messages are valid until 31 december 2005
spam,you have won a guaranteed â 200 award or even â 1000 cashto claim ur award call free on 08000407165  18   2 stop getstop on 88222 php
spam,reply to win â 100 weekly  where will the 2006 fifa world cup be held  send stop to 87239 to end service
spam,urgent  please call 09061743810 from landline  your abta complimentary 4  tenerife holiday or  5000 cash await collection sae t cs box 326 cw25wx 150 ppm
spam,free tones hope you enjoyed your new content  text stop to 61610 to unsubscribe  help 08712400602450p provided by tones2you co uk
spam,themob yo yo yo here comes a new selection of hot downloads for our members to get for free  just click   open the next link sent to ur fone
spam,great news  call freefone 08006344447 to claim your guaranteed â 1000 cash or â 2000 gift  speak to a live operator now
spam,u can win â 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www ldew com skillgame 1winaweek  age16 150ppermesssubscription
spam,4mths half price orange line rental   latest camera phones 4 free  had your phone 11mths   call mobilesdirect free on 08000938767 to update now  or2stoptxt
spam,call 09094100151 to use ur mins  calls cast 10p min  mob vary   service provided by aom  just gbp5 month  aom box61 m60 1er until u stop  ages 18  only
spam,urgent  your mobile no             won a â 2 000 bonus caller prize on 02 06 03  this is the 2nd attempt to reach you  call 09066362220 asap  box97n7qp  150ppm
spam,eerie nokia tones 4u  rply tone title to 8007 eg tone dracula to 8007 titles  ghost  addamsfa  munsters  exorcist  twilight www getzed co uk pobox36504w45wq 150p
spam,sexy singles are waiting for you  text your age followed by your gender as wither m or f e g 23f  for gay men text your age followed by a g  e g 23g
spam,freemsg  claim ur 250 sms messages text ok to 84025 now use web2mobile 2 ur mates etc  join txt250 com for 1 50p wk  t c box139  la32wu  16   remove txtx or stop
spam,85233 free ringtone reply real
spam,well done england  get the official poly ringtone or colour flag on yer mobile  text tone or flag to 84199 now  opt out txt eng stop  box39822 w111wx â 1 50
spam,final chance  claim ur â 150 worth of discount vouchers today  text yes to 85023 now  savamob  member offers mobile  t cs savamob pobox84  m263uz  â 3 00 subs 16
spam,private  your 2004 account statement for 07742676969 shows 786 unredeemed bonus points  to claim call 08719180248 identifier code  45239 expires
spam,sms services  for your inclusive text credits  pls goto www comuk net login        unsubscribe with stop  no extra charge  help 08700469649  po box420  ip4 5we
spam,free2day sexy st george s day pic of jordan txt pic to 89080 dont miss out  then every wk a saucy celeb 4 more pics c pocketbabe co uk 0870241182716 â 3 wk
spam,you are a winner you have been specially selected to receive â 1000 cash or a â 2000 award  speak to a live operator to claim call 087123002209am 7pm  cost 10p
spam,sunshine hols  to claim ur med holiday send a stamped self address envelope to drinks on us uk  po box 113  bray  wicklow  eire  quiz starts saturday  unsub stop
spam,u can win â 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www idew com skillgame  1winaweek  age16  150ppermesssubscription
spam,123 congratulations   in this week s competition draw u have won the â 1450 prize to claim just call 09050002311 b4280703  t cs stop sms 08718727868  over 18 only 150ppm
spam,your b4u voucher w c 27 03 is marsms  log onto www b4utele com for discount credit  to opt out reply stop  customer care call 08717168528
spam,freemsg  hey   i m buffy  25 and love to satisfy men  home alone feeling randy  reply 2 c my pix  qlynnbv help08700621170150p a msg send stop to stop txts
spam,sunshine hols  to claim ur med holiday send a stamped self address envelope to drinks on us uk  po box 113  bray  wicklow  eire  quiz starts saturday  unsub stop
spam,free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 87077 get txting and tell ur mates  zed pobox 36504 w45wq norm150p tone 16
spam,shop till u drop  is it you  either 10k  5k  â 500 cash or â 100 travel voucher  call now  09064011000  ntt po box cr01327bt fixedline cost 150ppm mobile vary
spam,free camera phones with linerental from 4 49 month with 750 cross ntwk mins  1 2 price txt bundle deals also avble  call 08001950382 or call2optout j mf
spam,urgent  your mobile no 07xxxxxxxxx won a â 2 000 bonus caller prize on 02 06 03  this is the 2nd attempt to reach you  call 09066362231 asap  box97n7qp  150ppm
spam,urgent   your 4  costa del sol holiday or â 5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  costâ 1 50 pm  max10mins
spam,you have won a guaranteed â 1000 cash or a â 2000 prize  to claim yr prize call our customer service representative on 08714712379 between 10am 7pm cost 10p
spam,thanks for your ringtone order  ref number k718  your mobile will be charged â 4 50  should your tone not arrive please call customer services on 09065069120
spam,hi ya babe x u 4goten bout me   scammers getting smart  though this is a regular vodafone no  if you respond you get further prem rate msg subscription  other nos used also  beware
spam,back 2 work 2morro half term over  can u c me 2nite 4 some sexy passion b4 i have 2 go back  chat now 09099726481 luv dena calls â 1 minmobsmorelkpobox177hp51fl
spam,thanks for your ringtone order  ref number r836  your mobile will be charged â 4 50  should your tone not arrive please call customer services on 09065069154
spam,splashmobile  choose from 1000s of gr8 tones each wk  this is a subscrition service with weekly tones costing 300p  u have one credit   kick back and enjoy
spam,not heard from u4 a while  call 4 rude chat private line 01223585334 to cum  wan 2c pics of me gettin shagged then text pix to 8552  2end send stop 8552 sam xxx
spam,forwarded from 88877 free entry into our â 250 weekly comp just send the word enter to 88877 now  18 t c www textcomp com
spam,88066 from 88066 lost 3pound help
spam,had your mobile 11mths   update for free to oranges latest colour camera mobiles   unlimited weekend calls  call mobile upd8 on freefone 08000839402 or 2stoptx
spam,you have 1 new message  please call 08718738034
spam,forwarded from 21870000 hi   this is your mailbox messaging sms alert  you have 4 messages  you have 21 matches  please call back on 09056242159 to retrieve your messages and matches
spam,congrats  1 year special cinema pass for 2 is yours  call 09061209465 now  c suprman v  matrix3  starwars3  etc all 4 free  bx420 ip4 5we  150pm  dont miss out
spam,win a year supply of cds 4 a store of ur choice worth â 500   enter our â 100 weekly draw txt music to 87066 ts cs www ldew com subs16 1win150ppmx3
spam,moby pub quiz win a â 100 high street prize if u know who the new duchess of cornwall will be  txt her first name to 82277 unsub stop â 1 50 008704050406 sp arrow
spam,you have won a nokia 7250i  this is what you get when you win our free auction  to take part send nokia to 86021 now  hg suite342 2lands row w1jhl 16
spam,congratulations  thanks to a good friend u have won the â 2 000 xmas prize  2 claim is easy  just call 08718726971 now  only 10p per minute  bt national rate
spam,tddnewsletter emc1 co uk  more games from thedailydraw  dear helen  dozens of free games   with great prizeswith
spam,urgent  your mobile number                 won a â 2000 bonus caller prize on 10 06 03  this is the 2nd attempt to reach you  call 09066368753 asap  box 97n7qp  150ppm
spam,double your mins   txts on orange or 1 2 price linerental   motorola and sonyericsson with b tooth free nokia free call mobileupd8 on 08000839402 or2optout hv9d
spam,download as many ringtones as u like no restrictions  1000s 2 choose  u can even send 2 yr buddys  txt sir to 80082 â 3
spam,please call 08712402902 immediately as there is an urgent message waiting for you
spam,spook up your mob with a halloween collection of a logo   pic message plus a free eerie tone  txt card spook to 8007 zed 08701417012150p per logo pic
spam,fantasy football is back on your tv  go to sky gamestar on sky active and play â 250k dream team  scoring starts on saturday  so register now sky opt out to 88088
spam,tone club  your subs has now expired 2 re sub reply monoc 4 monos or polyc 4 polys 1 weekly   150p per week txt stop 2 stop this msg free stream 0871212025016
spam,xmas prize draws  we are trying to contact u  todays draw shows that you have won a â 2000 prize guaranteed  call 09058094565 from land line  valid 12hrs only
spam,yes  the only place in town to meet exciting adult singles is now in the uk  txt chat to 86688 now  150p msg
spam,someone has contacted our dating service and entered your phone becausethey fancy you  to find out who it is call from a landline 09058098002  pobox1  w14rg 150p
spam,babe  u want me dont u baby  im nasty and have a thing 4 filthyguys  fancy a rude time with a sexy bitch  how about we go slo n hard  txt xxx slo 4msgs
spam,i don t know u and u don t know me  send chat to 86688 now and let s find each other  only 150p msg rcvd  hg suite342 2lands row w1j6hl ldn  18 years or over
spam,sms services for your inclusive text credits pls gotto www comuk net login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk 220cm2 9ae
spam,valentines day special  win over â 1000 in our quiz and take your partner on the trip of a lifetime  send go to 83600 now  150p msg rcvd  custcare 08718720201
spam,guess who am i this is the first time i created a web page www asjesus com read all i wrote  i m waiting for your opinions  i want to be your friend 1 1
spam,for ur chance to win â 250 cash every wk txt  play to 83370  t s c s www music trivia net custcare 08715705022  1x150p wk
spam,final chance  claim ur â 150 worth of discount vouchers today  text yes to 85023 now  savamob  member offers mobile  t cs savamob pobox84  m263uz  â 3 00 subs 16
spam,sppok up ur mob with a halloween collection of nokia logo pic message plus a free eerie tone  txt card spook to 8007
spam,urgent  call 09066612661 from landline  your complementary 4  tenerife holiday or â 10 000 cash await collection sae t cs po box 3 wa14 2px 150ppm 18  sender  hol offer
spam,winner  as a valued network customer you hvae been selected to receive a â 900 reward  to collect call 09061701444  valid 24 hours only  acl03530150pm
spam,u have won a nokia 6230 plus a free digital camera  this is what u get when u win our free auction  to take part send nokia to 83383 now  pobox114 14tcr w1 16
spam,free entry into our â 250 weekly comp just send the word win to 80086 now  18 t c www txttowin co uk
spam,text82228   get more ringtones  logos and games from www txt82228 com  questions  info txt82228 co uk
spam,freemsg you have been awarded a free mini digital camera  just reply snap to collect your prize   quizclub opt out  stop 80122300p wk sp rwm ph 08704050406
spam,this message is brought to you by gmw ltd  and is not connected to the
spam,congrats 2 mobile 3g videophones r yours  call 09063458130 now  videochat wid ur mates  play java games  dload polyph music  noline rentl  bx420  ip4  5we  150p
spam,your next amazing xxx picsfree1 video will be sent to you enjoy  if one vid is not enough for 2day text back the keyword picsfree1 to get the next video
spam,u are subscribed to the best mobile content service in the uk for â 3 per ten days until you send stop to 83435  helpline 08706091795
spam,3 free tarot texts  find out about your love life now  try 3 for free  text chance to 85555 16 only  after 3 free  msgs â 1 50 each
spam,join the uk s horniest dogging service and u can have sex 2nite   just sign up and follow the instructions  txt entry to 69888 now  nyt ec2a 3lp msg 150p
spam,sunshine quiz wkly q  win a top sony dvd player if u know which country liverpool played in mid week  txt ansr to 82277  â 1 50 sp tyrone
spam,knock knock txt whose there to 80082 to enter r weekly draw 4 a â 250 gift voucher 4 a store of yr choice  t cs www tkls com age16 to stoptxtstopâ 1 50 week
spam,forwarded from 21870000 hi   this is your mailbox messaging sms alert  you have 40 matches  please call back on 09056242159 to retrieve your messages and matches cc100p min
spam,free ring tone just text  polys  to 87131  then every week get a new tone  0870737910216yrs only â 1 50 wk
spam,urgent  your mobile no 077xxx won a â 2 000 bonus caller prize on 02 06 03  this is the 2nd attempt to reach you  call 09066362206 asap  box97n7qp  150ppm
spam,you are guaranteed the latest nokia phone  a 40gb ipod mp3 player or a â 500 prize  txt word  collect to no  83355  ibhltd ldnw15h 150p mtmsgrcvd18
spam,hello darling how are you today  i would love to have a chat  why dont you tell me what you look like and what you are in to sexy
spam,8007 free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w4 5wq norm 150p tone 16
spam,wanna get laid 2nite  want real dogging locations sent direct to ur mobile  join the uk s largest dogging network  txt park to 69696 now  nyt  ec2a  3lp â 1 50 msg
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
spam,new tones this week include  1 mcfly all ab    2  sara jorge shock   3  will smith switch   to order follow instructions on next message
spam,urgent  we are trying to contact u  todays draw shows that you have won a â 800 prize guaranteed  call 09050003091 from land line  claim c52  valid 12hrs only
spam,sports fans   get the latest sports news str  2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www getzed co uk 0870141701216  norm 4txt 120p
spam,urgent urgent  we have 800 free flights to europe to give away  call b4 10th sept   take a friend 4 free  call now to claim on 09050000555  ba128nnfwfly150ppm
spam,from 88066 lost â 12 help
spam,freemsg  fancy a flirt  reply date now   join the uks fastest growing mobile dating service  msgs rcvd just 25p to optout txt stop to 83021  reply date now
spam,great new offer   double mins   double txt on best orange tariffs and get latest camera phones 4 free  call mobileupd8 free on 08000839402 now  or 2stoptxt t cs
spam,hope you enjoyed your new content  text stop to 61610 to unsubscribe  help 08712400602450p provided by tones2you co uk
spam,18 days to euro2004 kickoff  u will be kept informed of all the latest news and results daily  unsubscribe send get euro stop to 83222
spam,urgent please call 09066612661 from landline  â 5000 cash or a luxury 4  canary islands holiday await collection  t cs sae award  20m12aq  150ppm  16  â
spam,urgent  please call 09066612661 from your landline  your complimentary 4  lux costa del sol holiday or â 1000 cash await collection  ppm 150 sae t cs james 28  eh74rr
spam,i don t know u and u don t know me  send chat to 86688 now and let s find each other  only 150p msg rcvd  hg suite342 2lands row w1j6hl ldn  18 years or over
spam,married local women looking for discreet action now  5 real matches instantly to your phone  text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
spam,burger king   wanna play footy at a top stadium  get 2 burger king before 1st sept and go large or super with coca cola and walk out a winner
spam,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night
spam,for ur chance to win a â 250 cash every wk txt  action to 80608  t s c s www movietrivia tv custcare 08712405022  1x150p wk
spam,uâ  ve bin awarded â 50 to play 4 instant cash  call 08715203028 to claim  every 9th player wins min â 50 â 500  optout 08718727870
spam,freemsg fav xmas tones reply real
spam,december only  had your mobile 11mths   you are entitled to update to the latest colour camera mobile for free  call the mobile update co free on 08002986906
spam,gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles  crazyin  sleepingwith  finest  ymca  getzed co uk pobox365o4w45wq 300p
spam,interflora   â it s not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow
spam,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing  you are bringing in a real breath of sunshine
spam,congratulations   thanks to a good friend u have won the â 2 000 xmas prize  2 claim is easy  just call 08712103738 now  only 10p per minute  bt national rate
spam,send a logo 2 ur lover   2 names joined by a heart  txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo  pobox36504w45wq txtno 4 no ads 150p
spam,you ve won tkts to the euro2004 cup final or â 800 cash  to collect call 09058099801 b4190604  pobox 7876150ppm
spam,free message  jamster get the crazy frog sound now  for poly text mad1  for real text mad2 to 88888  6 crazy sounds for just 3 gbp week  16 only  t c s apply
spam,your chance to be on a reality fantasy show call now   08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 is a national   rate call
spam,adult 18 content your video will be with you shortly
spam,your chance to be on a reality fantasy show call now   08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 is a national   rate call
spam,hey boys  want hot xxx pics sent direct 2 ur phone  txt porn to 69855  24hrs free and then just 50p per day  to stop text stopbcm sf wc1n3xx
spam,last chance  claim ur â 150 worth of discount vouchers today  text shop to 85023 now  savamob  offers mobile  t cs savamob pobox84  m263uz  â 3 00 sub  16
spam,pdate_now   double mins and 1000 txts on orange tariffs  latest motorola  sonyericsson   nokia   bluetooth free  call mobileupd8 on 08000839402 or call2optout  yhl
spam,ur cash balance is currently 500 pounds   to maximize ur cash in now send cash to 86688 only 150p msg  cc  08718720201 po box 114 14 tcr w1
spam,urgent  your mobile number has been awarded with a â 2000 prize guaranteed  call 09058094454 from land line  claim 3030  valid 12hrs only
spam,sorry  u can not unsubscribe yet  the mob offer package has a min term of 54 weeks  pls resubmit request after expiry  reply themob help 4 more info
spam,you have 1 new message  please call 08712400200
spam,we currently have a message awaiting your collection  to collect your message just call 08718723815
spam,urgent  your mobile was awarded a â 1 500 bonus caller prize on 27 6 03  our final attempt 2 contact u  call 08714714011
spam,u have a secret admirer  reveal who thinks u r so special  call 09065174042  to opt out reply reveal stop  1 50 per msg recd  cust care 07821230901
spam,do you ever notice that when you re driving  anyone going slower than you is an idiot and everyone driving faster than you is a maniac
spam,xmas offer  latest motorola  sonyericsson   nokia   free bluetooth or dvd  double mins   1000 txt on orange  call mobileupd8 on 08000839402 or call2optout 4qf2
spam,reply to win â 100 weekly  what professional sport does tiger woods play  send stop to 87239 to end service
spam,no 1 polyphonic tone 4 ur mob every week  just txt pt2 to 87575  1st tone free   so get txtin now and tell ur friends  150p tone  16 reply hl 4info
spam,hot live fantasies call now 08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 is a national rate call
spam,this message is free  welcome to the new   improved sex   dogging club  to unsubscribe from this service reply stop  msgs 150p 18 only
spam,you ve won tkts to the euro2004 cup final or â 800 cash  to collect call 09058099801 b4190604  pobox 7876150ppm
spam,loan for any purpose â 500   â 75 000  homeowners   tenants welcome  have you been previously refused  we can still help  call free 0800 1956669 or text back  help
spam,update_now   12mths half price orange line rental  400mins   call mobileupd8 on 08000839402 or call2optout j5q
spam,free unlimited hardcore porn direct 2 your mobile txt porn to 69200   get free access for 24 hrs then chrgd 50p per day txt stop 2exit  this msg is free
spam,eastenders tv quiz  what flower does dot compare herself to  d  violet e  tulip f  lily txt d e or f to 84025 now 4 chance 2 win â 100 cash wkent 150p16
spam,you are now unsubscribed all services  get tons of sexy babes or hunks straight to your phone  go to http   gotbabes co uk  no subscriptions
spam,hi babe its jordan  how r u  im home from abroad and lonely  text me back if u wanna chat xxsp visionsms com text stop to stopcost 150p 08712400603
spam,get a brand new mobile phone by being an agent of the mob  plus loads more goodies  for more info just text mat to 87021
spam,lord of the rings return of the king in store now reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate  reply stop to end txts
spam,good luck  draw takes place 28th feb 06  good luck  for removal send stop to 87239 customer services 08708034412
spam,free entry in 2 a weekly comp for a chance to win an ipod  txt pod to 80182 to get entry  std txt rate  t c s apply 08452810073 for details 18
spam,1st wk free  gr8 tones str8 2 u each wk  txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys  nokia 150p poly 200p 16
spam,lookatme   thanks for your purchase of a video clip from lookatme   you ve been charged 35p  think you can do better  why not send a video in a mmsto 32323
spam,sexy sexy cum and text me im wet and warm and ready for some porn  u up for some fun  this msg is free recd msgs 150p inc vat 2 cancel text stop
spam,hard live 121 chat just 60p min  choose your girl and connect live  call 09094646899 now  cheap chat uk s biggest live service  vu bcm1896wc1n3xx
spam,not heard from u4 a while  call 4 rude chat private line 01223585334 to cum  wan 2c pics of me gettin shagged then text pix to 8552  2end send stop 8552 sam xxx
spam,this is the 2nd time we have tried to contact u  u have won the â 1450 prize to claim just call 09053750005 b4 310303  t cs stop sms 08718725756  140ppm
spam,hot live fantasies call now 08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870  k
spam,dear voucher holder  to claim this weeks offer  at you pc please go to http   www e tlp co uk reward  ts cs apply
spam,ur going 2 bahamas  callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise ofâ 2000 cash 18 only  to opt out txt x to 07786200117
spam,this is the 2nd time we have tried 2 contact u  u have won the 750 pound prize  2 claim is easy  call 08712101358 now  only 10p per min  bt national rate
spam,ur awarded a city break and could win a â 200 summer shopping spree every wk  txt store to 88039 skilgme tscs087147403231winawk age16 â 1 50perwksub
spam,urgent  we are trying to contact u  todays draw shows that you have won a â 2000 prize guaranteed  call 09066358361 from land line  claim y87  valid 12hrs only
spam,thanks for your ringtone order  reference number x29  your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989180
spam,six chances to win cash  from 100 to 20 000 pounds txt  csh11 and send to 87575  cost 150p day  6days  16  tsandcs apply reply hl 4 info
spam,ur cash balance is currently 500 pounds   to maximize ur cash in now send collect to 83600 only 150p msg  cc  08718720201 po box 114 14 tcr w1
spam,congratulations  thanks to a good friend u have won the â 2 000 xmas prize  2 claim is easy  just call 08718726978 now  only 10p per minute  bt national rate
spam,44 7732584351  do you want a new nokia 3510i colour phone deliveredtomorrow  with 300 free minutes to any mobile   100 free texts   free camcorder reply or call 08000930705
spam,you have 1 new voicemail  please call 08719181513
spam,someone u know has asked our dating service 2 contact you  cant guess who  call 09058097189 now all will be revealed  pobox 6  ls15hb 150p
spam,camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days
spam,todays voda numbers ending 5226 are selected to receive a  350 award  if you hava a match please call 08712300220 quoting claim code 1131 standard rates app
spam,this message is free  welcome to the new   improved sex   dogging club  to unsubscribe from this service reply stop  msgs 150p 18 only
spam,rct  thnq adrian for u text  rgds vatian
spam,free message activate your 500 free text messages by replying to this message with the word free for terms   conditions  visit www 07781482378 com
spam,you are being contacted by our dating service by someone you know  to find out who it is  call from a land line 09050000928  pobox45w2tg150p
spam,sorry i missed your call let s talk when you have the time  i m on 07090201529
spam,complimentary 4 star ibiza holiday or â 10 000 cash needs your urgent collection  09066364349 now from landline not to lose out  box434sk38wp150ppm18
spam,free msg we billed your mobile number by mistake from shortcode 83332 please call 08081263000 to have charges refunded this call will be free from a bt landline
spam,please call 08712402972 immediately as there is an urgent message waiting for you
spam,urgent  your mobile number has been awarded with a â 2000 bonus caller prize  call 09058095201 from land line  valid 12hrs only
spam,as a valued customer  i am pleased to advise you that following recent review of your mob no  you are awarded with a â 1500 bonus prize  call 09066364589
spam,do you want a new nokia 3510i colour phone deliveredtomorrow  with 300 free minutes to any mobile   100 free texts   free camcorder reply or call 08000930705
spam,life has never been this much fun and great until you came in  you made it truly special for me  i won t forget you  enjoy   one gbp sms
spam,do you want a new video phone  600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now
spam,as a valued customer  i am pleased to advise you that following recent review of your mob no  you are awarded with a â 1500 bonus prize  call 09066368470
spam,welcome  please reply with your age and gender to begin  e g 24m
spam,freemsg  1 month unlimited free calls  activate smartcall txt  call to no  68866  subscriptn3gbp wk unlimited calls help  08448714184 stop txt stop landlineonly
spam,had your mobile 10 mths  update to latest orange camera video phones for free  save â s with free texts weekend calls  text yes for a callback orno to opt out
spam,am new 2 club   dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x callsâ 1 minmobsmore lkpobox177hp51fl
spam,camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days
spam,get a free mobile video player free movie  to collect text go to 89105  its free  extra films can be ordered t s and c s apply  18 yrs only
spam,save money on wedding lingerie at www bridal petticoatdreams co uk choose from a superb selection with national delivery  brought to you by weddingfriend
spam,not heard from u4 a while  call me now am here all night with just my knickers on  make me beg for it like u did last time 01223585236 xx luv nikiyu4 net
spam,bloomberg  message center  447797706009 why wait  apply for your future http   careers  bloomberg com
spam,urgent  we are trying to contact u  todays draw shows that you have won a â 800 prize guaranteed  call 09050001808 from land line  claim m95  valid12hrs only
spam,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
spam,you are being contacted by our dating service by someone you know  to find out who it is  call from a land line 09050000878  pobox45w2tg150p
spam,wan2 win a meet greet with westlife 4 u or a m8  they are currently on what tour  1 unbreakable  2 untamed  3 unkempt  text 1 2 or 3 to 83049  cost 50p  std text
spam,dorothy kiefer com  bank of granite issues strong buy  explosive pick for our members      up over 300              nasdaq symbol cdgt that is a  5 00 per
spam,you are a â 1000 winner or guaranteed caller prize  this is our final attempt to contact you  to claim call 09071517866 now  150ppmpobox10183bhamb64xe
spam,xmas   new years eve tickets are now on sale from the club  during the day from 10am till 8pm  and on thurs  fri   sat night this week  they re selling fast
spam,rock yr chik  get 100 s of filthy films  xxx pics on yr phone now  rply filth to 69669  saristar ltd  e14 9yt 08701752560  450p per 5 days  stop2 cancel
spam,from next month get upto 50  more calls 4 ur standard network charge 2 activate call 9061100010 c wire3 net 1st4terms pobox84 m26 3uz cost â 1 50 min mobcudb more
